City,,Day_of_Week,Ride_Distance_KM,Ride_Type,Weather,Available_Drivers,Demand_Level,Hour_of_Day,Is_Weekend,Ride_Priority,Time_of_Day,Surge_Multiplier
Hà Nội,,5,17.45,Ô Tô 4 Chỗ,Mưa,0.402764,0.879947,19,1,98.95,Đêm,2.07
Hà Nội,,1,4.44,Ô Tô 4 Chỗ,Mưa Bão,0.861359,0.540828,0,0,89.39,Cao điểm Tối,2.02
Đà Nẵng,,0,0.57,Ô Tô 4 Chỗ,Nắng,0.356597,0.406275,8,0,95.42,Cao điểm Tối,1.38
Cần Thơ,,1,13.62,Xe Máy,Mưa,0.716151,0.8749,8,0,97.72,Cao điểm Sáng,2.71
Hải Phòng,,4,15.12,Ô Tô 4 Chỗ,Nắng,0.941698,0.993653,16,0,98.47,Đêm,1.08
Cần Thơ,,1,6.5,Xe ViP,Nắng,0.771222,0.850529,0,0,87.34,Cao điểm Sáng,1.23
Hải Phòng,,6,18.77,Ô Tô 4 Chỗ,Nắng,0.440886,0.85933,17,1,90.83,Chiều,1.35
Hồ Chí Minh,,5,6.64,Ô Tô 4 Chỗ,Nắng,0.727496,0.672037,2,1,97.48,Đêm,1
Cần Thơ,,1,11.86,Xe ViP,Nắng,0.506385,0.767453,22,0,88.31,Cao điểm Tối,1.54
Hải Phòng,,6,5.78,Xe ViP,Mưa,0.311469,0.498499,13,1,97.66,Cao điểm Tối,2
Hà Nội,,2,19.04,Xe Máy,Nhiều Mây,0.462265,0.804567,9,0,85.28,Cao điểm Tối,1.75
Hà Nội,,4,15.15,Xe Máy,Mưa Bão,0.26017,0.662729,9,0,98.22,Cao điểm Sáng,2.68
Cần Thơ,,4,8.51,Xe ViP,Nhiều Mây,0.414132,0.881015,22,0,92.85,Cao điểm Tối,1.9
Hải Phòng,,1,7.76,Ô Tô 4 Chỗ,Nhiều Mây,0.279148,0.90816,13,0,91.69,Chiều,1.94
Hồ Chí Minh,,5,5.44,Xe ViP,Mưa,0.237648,0.564899,22,1,89.91,Chiều,1.74
Hải Phòng,,2,12.57,Xe Máy,Mưa Bão,0.377583,0.54308,19,0,95.88,Cao điểm Sáng,2.44
Cần Thơ,,1,16.95,Ô Tô 4 Chỗ,Nắng,0.437028,0.881729,18,0,83.27,Cao điểm Tối,1.78
Hồ Chí Minh,,1,16.56,Xe Máy,Mưa Bão,0.633909,0.647681,22,0,85.31,Cao điểm Sáng,1.75
Hà Nội,,0,17.66,Ô Tô 4 Chỗ,Mưa,0.552052,0.489298,14,0,97.16,Đêm,1.36
Đà Nẵng,,2,15.33,Xe ViP,Mưa,0.348335,0.858969,8,0,95.94,Cao điểm Tối,2.61
Cần Thơ,,4,10.08,Ô Tô 4 Chỗ,Mưa,0.460546,0.802184,22,0,94.22,Cao điểm Sáng,2.17
Đà Nẵng,,0,16.69,Ô Tô 4 Chỗ,Nhiều Mây,0.304586,0.401359,12,0,92.97,Cao điểm Tối,1.34
Hải Phòng,,5,19.59,Ô Tô 4 Chỗ,Nắng,0.928192,0.881619,3,1,89.07,Cao điểm Tối,1.14
Cần Thơ,,1,10.71,Xe Máy,Mưa Bão,0.749958,0.67059,7,0,96.54,Cao điểm Tối,2.01
Đà Nẵng,,6,1.93,Xe Máy,Nắng,0.902203,0.679635,19,1,91.06,Cao điểm Sáng,1.17
Cần Thơ,,4,16.23,Ô Tô 4 Chỗ,Mưa,0.601617,0.712041,13,0,85.91,Cao điểm Sáng,1.96
Cần Thơ,,1,14.7,Xe Máy,Mưa Bão,0.537851,0.714045,0,0,84.59,Cao điểm Tối,2.6
Hồ Chí Minh,,2,8.69,Xe Máy,Nắng,0.638402,0.407901,19,0,92.54,Chiều,1
Hà Nội,,2,3.63,Ô Tô 4 Chỗ,Mưa,0.351591,0.974288,18,0,93.02,Đêm,2.13
Cần Thơ,,0,15.45,Ô Tô 4 Chỗ,Mưa Bão,0.230916,0.969395,15,0,85.9,Cao điểm Sáng,2.8
Hà Nội,,4,4.41,Xe ViP,Nắng,0.702012,0.548039,8,0,87.64,Cao điểm Sáng,1.33
Hải Phòng,,1,7.45,Ô Tô 4 Chỗ,Mưa Bão,0.833205,0.49538,1,0,87.98,Cao điểm Tối,1.89
Hồ Chí Minh,,3,19.4,Ô Tô 4 Chỗ,Nhiều Mây,0.387743,0.807035,21,0,95.16,Chiều,1.63
Đà Nẵng,,4,5.75,Xe Máy,Nhiều Mây,0.473636,0.711355,23,0,92.58,Cao điểm Tối,1.52
Cần Thơ,,2,19.37,Xe Máy,Nhiều Mây,0.246854,0.897261,18,0,86.41,Cao điểm Sáng,2.12
Hải Phòng,,6,12.84,Xe Máy,Nắng,0.973156,0.727336,6,1,91.63,Chiều,1
Cần Thơ,,2,2.8,Ô Tô 4 Chỗ,Mưa,0.82076,0.534927,10,0,91.01,Đêm,1.38
Đà Nẵng,,0,19.14,Ô Tô 4 Chỗ,Nắng,0.773198,0.520324,6,0,86.37,Chiều,1
Cần Thơ,,0,5.23,Ô Tô 4 Chỗ,Mưa Bão,0.254968,0.861575,15,0,95.24,Cao điểm Tối,3.21
Hà Nội,,6,3.15,Xe Máy,Mưa,0.337023,0.965591,21,1,98.6,Cao điểm Tối,3.09
Cần Thơ,,5,17.17,Xe ViP,Nắng,0.292917,0.857886,9,1,95.7,Chiều,1.75
Hải Phòng,,1,12.25,Ô Tô 4 Chỗ,Mưa Bão,0.329679,0.91436,23,0,87.56,Cao điểm Sáng,2.89
Hồ Chí Minh,,1,16.07,Ô Tô 4 Chỗ,Nắng,0.440532,0.610885,17,0,84.61,Đêm,1.26
Đà Nẵng,,2,19.36,Xe ViP,Nhiều Mây,0.634549,0.576277,7,0,92.98,Chiều,1
Đà Nẵng,,2,5.97,Ô Tô 4 Chỗ,Nhiều Mây,0.345082,0.712283,11,0,95.37,Chiều,1.55
Hà Nội,,1,5.38,Xe ViP,Mưa Bão,0.293516,0.43449,1,0,95.66,Cao điểm Sáng,2.46
Cần Thơ,,4,18.87,Xe Máy,Nhiều Mây,0.332181,0.654611,8,0,91.57,Cao điểm Sáng,1.81
Hồ Chí Minh,,6,5.08,Ô Tô 4 Chỗ,Nắng,0.852091,0.436156,22,1,91.36,Chiều,1
Hồ Chí Minh,,2,5.33,Xe Máy,Mưa Bão,0.710678,0.950746,10,0,95.58,Đêm,1.74
Hà Nội,,4,12.68,Xe ViP,Nắng,0.920899,0.56509,17,0,88.4,Cao điểm Tối,1.23
Hải Phòng,,0,0.6,Xe Máy,Mưa Bão,0.241308,0.511281,8,0,96.36,Chiều,1.7
Cần Thơ,,6,7.27,Xe Máy,Mưa Bão,0.844886,0.546273,0,1,92.81,Cao điểm Sáng,2.29
Hồ Chí Minh,,0,4.36,Xe ViP,Nắng,0.930971,0.692563,19,0,94.54,Đêm,1
Cần Thơ,,3,2.74,Xe Máy,Mưa,0.215871,0.770749,6,0,86.39,Cao điểm Tối,2.78
Hải Phòng,,6,19.73,Xe Máy,Mưa Bão,0.342915,0.667312,17,1,89.01,Đêm,1.6
Hồ Chí Minh,,1,1.48,Ô Tô 4 Chỗ,Mưa,0.508408,0.604499,15,0,89.4,Cao điểm Sáng,2.6
Hải Phòng,,2,5.49,Xe Máy,Nhiều Mây,0.375597,0.686926,22,0,94.63,Chiều,1.47
Hải Phòng,,1,1.84,Xe Máy,Mưa,0.260433,0.554039,21,0,95.24,Cao điểm Sáng,2.03
Hải Phòng,,0,4.62,Ô Tô 4 Chỗ,Nắng,0.468236,0.831407,3,0,85.34,Cao điểm Sáng,1.88
Hà Nội,,3,18.72,Xe Máy,Mưa Bão,0.51166,0.722701,3,0,86.61,Đêm,1.69
Cần Thơ,,2,11.99,Xe Máy,Nắng,0.959883,0.424575,20,0,98.74,Cao điểm Sáng,1.21
Hải Phòng,,6,15.16,Ô Tô 4 Chỗ,Mưa,0.406103,0.523999,15,1,93.47,Chiều,1.37
Hải Phòng,,0,10.54,Xe Máy,Nhiều Mây,0.226978,0.484909,9,0,87.8,Cao điểm Tối,1.79
Cần Thơ,,0,8.85,Ô Tô 4 Chỗ,Mưa,0.407124,0.762371,14,0,97.58,Cao điểm Tối,2.07
Hồ Chí Minh,,6,16.24,Ô Tô 4 Chỗ,Mưa Bão,0.871395,0.988169,15,1,84.69,Cao điểm Tối,2.31
Đà Nẵng,,0,8.95,Xe ViP,Mưa Bão,0.270313,0.690541,13,0,91.05,Chiều,1.98
Đà Nẵng,,5,6.38,Ô Tô 4 Chỗ,Mưa,0.538263,0.731532,14,1,94.35,Cao điểm Sáng,2.26
Đà Nẵng,,6,10.17,Xe ViP,Mưa,0.427334,0.995154,2,1,88.05,Chiều,2.22
Hải Phòng,,4,10.36,Xe Máy,Nắng,0.484024,0.97367,1,0,88.83,Cao điểm Tối,1.94
Hồ Chí Minh,,2,7.88,Xe Máy,Nắng,0.635114,0.634883,7,0,93.63,Cao điểm Tối,1.12
Hồ Chí Minh,,1,12.86,Xe Máy,Mưa Bão,0.846137,0.835113,9,0,94.43,Đêm,1.13
Hà Nội,,2,2.9,Xe Máy,Nắng,0.862921,0.65284,14,0,86.02,Cao điểm Sáng,1.23
Đà Nẵng,,3,16.53,Ô Tô 4 Chỗ,Mưa Bão,0.791857,0.733785,12,0,89.51,Chiều,1.17
Đà Nẵng,,3,1.28,Xe Máy,Nhiều Mây,0.416317,0.569384,3,0,95.7,Cao điểm Sáng,1.43
Hồ Chí Minh,,4,14.63,Xe Máy,Mưa,0.482681,0.67886,18,0,86.89,Đêm,1.62
Đà Nẵng,,6,12.91,Xe ViP,Mưa,0.702892,0.702579,21,1,86.09,Đêm,1.13
Hồ Chí Minh,,4,9.91,Ô Tô 4 Chỗ,Mưa,0.464869,0.530578,1,0,86.03,Cao điểm Tối,1.8
Đà Nẵng,,1,14.04,Xe ViP,Nắng,0.387198,0.797028,17,0,96.23,Chiều,1.61
Cần Thơ,,6,2.14,Xe ViP,Mưa Bão,0.371477,0.826446,1,1,95.18,Đêm,1.95
Hải Phòng,,0,1.48,Xe ViP,Mưa,0.589992,0.80342,11,0,85.11,Cao điểm Tối,2.32
Đà Nẵng,,0,6.61,Xe ViP,Mưa Bão,0.6599,0.652816,3,0,91.01,Đêm,1.32
Cần Thơ,,4,19.38,Xe ViP,Nắng,0.586316,0.728615,19,0,87.69,Cao điểm Tối,1.44
Hải Phòng,,5,12.47,Xe Máy,Mưa Bão,0.683101,0.799111,6,1,93.45,Cao điểm Sáng,2.15
Hà Nội,,5,11.38,Ô Tô 4 Chỗ,Mưa Bão,0.584722,0.793492,23,1,91.86,Cao điểm Sáng,2.19
Đà Nẵng,,5,14.91,Xe ViP,Nắng,0.982877,0.997637,17,1,96.56,Chiều,1
Hải Phòng,,6,4.43,Xe ViP,Mưa Bão,0.518009,0.412127,15,1,93.87,Cao điểm Tối,1.96
Hải Phòng,,1,15.82,Xe ViP,Mưa,0.470532,0.939065,8,0,86.5,Cao điểm Sáng,2.22
Cần Thơ,,5,3.45,Xe ViP,Nhiều Mây,0.333539,0.996051,15,1,91.25,Đêm,1.9
Hà Nội,,6,13.26,Xe Máy,Mưa,0.698605,0.511284,23,1,90.64,Cao điểm Sáng,2.31
Đà Nẵng,,1,7.32,Ô Tô 4 Chỗ,Nắng,0.298759,0.82119,19,0,90.61,Đêm,1.78
Cần Thơ,,1,5.96,Ô Tô 4 Chỗ,Mưa,0.916658,0.649172,23,0,96,Đêm,1.16
Hà Nội,,3,10.27,Xe Máy,Nhiều Mây,0.349061,0.486144,7,0,95.12,Chiều,1.21
Cần Thơ,,6,17.74,Xe Máy,Mưa,0.269372,0.748354,9,1,95.35,Cao điểm Tối,2.74
Đà Nẵng,,5,16.92,Xe Máy,Nắng,0.628035,0.7201,13,1,85.99,Đêm,1.09
Đà Nẵng,,1,18.33,Xe Máy,Mưa Bão,0.764122,0.693608,21,0,93.98,Cao điểm Tối,1.98
Hồ Chí Minh,,3,11.84,Ô Tô 4 Chỗ,Nắng,0.414861,0.64663,11,0,95.34,Đêm,1.35
Hồ Chí Minh,,3,12.56,Xe Máy,Nhiều Mây,0.814539,0.418419,4,0,88.58,Cao điểm Tối,1.16
Đà Nẵng,,5,16.16,Ô Tô 4 Chỗ,Nhiều Mây,0.52778,0.959271,17,1,89.58,Đêm,1.52
Hồ Chí Minh,,3,18.47,Xe Máy,Nhiều Mây,0.355672,0.665498,23,0,86.81,Chiều,1.46
Cần Thơ,,0,1.55,Xe ViP,Mưa,0.919673,0.888711,10,0,89.9,Đêm,1.22
Hồ Chí Minh,,4,12.96,Xe ViP,Mưa Bão,0.236072,0.407909,14,0,97.52,Chiều,1.46
Cần Thơ,,2,1.5,Xe Máy,Mưa,0.393706,0.400601,4,0,92.91,Cao điểm Sáng,1.93
Hồ Chí Minh,,1,10.7,Xe ViP,Nắng,0.562704,0.825735,3,0,93.54,Đêm,1.39
Hà Nội,,0,19,Xe ViP,Nhiều Mây,0.235639,0.627036,4,0,87.9,Chiều,1.59
Cần Thơ,,1,8.56,Xe Máy,Nắng,0.339869,0.498045,20,0,88.7,Đêm,1.24
Hồ Chí Minh,,3,15.07,Xe Máy,Nhiều Mây,0.27886,0.660851,6,0,95.77,Đêm,1.57
Hồ Chí Minh,,6,1.26,Ô Tô 4 Chỗ,Nhiều Mây,0.837382,0.483849,9,1,88.82,Cao điểm Tối,1.36
Hải Phòng,,0,13.45,Xe ViP,Mưa,0.943281,0.789426,21,0,94.16,Cao điểm Sáng,2.03
Cần Thơ,,1,7.36,Xe ViP,Nhiều Mây,0.448868,0.620567,14,0,86.04,Chiều,1.26
Hải Phòng,,2,1.87,Xe ViP,Mưa,0.677842,0.538891,6,0,99.34,Cao điểm Sáng,1.96
Đà Nẵng,,6,16.81,Xe Máy,Mưa Bão,0.339807,0.920346,2,1,91.34,Đêm,2.19
Hồ Chí Minh,,6,10.28,Xe Máy,Nhiều Mây,0.961482,0.915262,4,1,90.16,Đêm,1
Đà Nẵng,,3,13.22,Xe Máy,Nắng,0.878678,0.430048,12,0,87.12,Chiều,1
Hà Nội,,0,18.69,Ô Tô 4 Chỗ,Mưa Bão,0.911353,0.915032,2,0,94.15,Đêm,1.26
Hà Nội,,3,10.95,Ô Tô 4 Chỗ,Nhiều Mây,0.889994,0.570352,16,0,85.03,Chiều,1
Hồ Chí Minh,,2,10.28,Ô Tô 4 Chỗ,Mưa Bão,0.923768,0.903137,1,0,83.68,Cao điểm Tối,1.63
Cần Thơ,,2,13.6,Xe ViP,Nhiều Mây,0.847008,0.537636,9,0,91.64,Đêm,1
Đà Nẵng,,6,4.19,Xe ViP,Nhiều Mây,0.440583,0.450688,19,1,85.78,Cao điểm Sáng,1
Đà Nẵng,,4,8.32,Xe ViP,Mưa,0.459862,0.802387,10,0,86.96,Chiều,1.62
Hải Phòng,,3,1.43,Xe Máy,Mưa,0.846319,0.627291,22,0,90.85,Cao điểm Tối,2.31
Hải Phòng,,5,18.36,Ô Tô 4 Chỗ,Mưa Bão,0.98176,0.529393,3,1,96.33,Cao điểm Sáng,1.9
Cần Thơ,,4,3.91,Ô Tô 4 Chỗ,Nhiều Mây,0.94149,0.411989,23,0,96.39,Chiều,1
Đà Nẵng,,4,6.06,Xe Máy,Nhiều Mây,0.612846,0.665966,21,0,90.63,Cao điểm Tối,1.29
Cần Thơ,,1,6.91,Xe Máy,Mưa,0.883089,0.591626,7,0,91.16,Chiều,1.26
Hà Nội,,5,1.86,Xe ViP,Nắng,0.358102,0.769057,2,1,95.86,Đêm,1.62
Hà Nội,,4,4.35,Ô Tô 4 Chỗ,Mưa Bão,0.219267,0.931613,16,0,87.65,Chiều,2.38
Đà Nẵng,,1,8.94,Xe ViP,Nắng,0.610879,0.582672,20,0,89.87,Cao điểm Sáng,1.22
Cần Thơ,,1,9.05,Xe ViP,Mưa Bão,0.28525,0.658986,17,0,83.95,Cao điểm Sáng,2.37
Hải Phòng,,5,4.56,Xe Máy,Mưa Bão,0.270107,0.666957,1,1,97.94,Cao điểm Tối,2.62
Hồ Chí Minh,,0,9.25,Xe Máy,Mưa Bão,0.825848,0.560388,11,0,84.65,Cao điểm Sáng,1.75
Đà Nẵng,,6,17.03,Ô Tô 4 Chỗ,Nắng,0.648905,0.847611,2,1,93.67,Cao điểm Tối,1.32
Hải Phòng,,4,10.84,Ô Tô 4 Chỗ,Mưa Bão,0.975738,0.450481,18,0,93.86,Cao điểm Sáng,2.31
Hà Nội,,0,11.63,Xe Máy,Mưa Bão,0.277777,0.737655,9,0,95.08,Cao điểm Tối,2.58
Hải Phòng,,3,13.8,Ô Tô 4 Chỗ,Mưa Bão,0.688031,0.525981,10,0,92.56,Đêm,1.31
Hà Nội,,3,15.83,Xe ViP,Nắng,0.587147,0.655827,1,0,92.72,Cao điểm Sáng,1.48
Cần Thơ,,2,7.58,Xe Máy,Mưa,0.737987,0.64821,0,0,93.01,Cao điểm Sáng,1.68
Hà Nội,,0,16.74,Xe ViP,Nhiều Mây,0.553909,0.626299,6,0,85.29,Cao điểm Tối,1.43
Hà Nội,,6,16.21,Xe ViP,Nhiều Mây,0.72213,0.888709,15,1,95.7,Cao điểm Tối,1.5
Hải Phòng,,0,2.99,Xe Máy,Nắng,0.611019,0.927798,7,0,96.1,Chiều,1.48
Hải Phòng,,3,11.08,Xe ViP,Nắng,0.277076,0.668548,3,0,92.85,Cao điểm Tối,1.92
Hải Phòng,,1,1.33,Xe Máy,Mưa,0.857563,0.596072,6,0,94.43,Cao điểm Sáng,2.38
Cần Thơ,,6,13.84,Xe Máy,Mưa,0.627685,0.612727,0,1,88.17,Cao điểm Tối,1.67
Hà Nội,,0,3.49,Xe ViP,Mưa Bão,0.612855,0.848224,8,0,88.51,Chiều,1.62
Cần Thơ,,0,1.95,Xe ViP,Nắng,0.271192,0.855012,4,0,97.78,Cao điểm Sáng,2.12
Đà Nẵng,,2,1.08,Xe Máy,Nhiều Mây,0.390993,0.497361,5,0,94.68,Chiều,1.16
Hà Nội,,5,13.62,Xe Máy,Nắng,0.427042,0.954737,0,1,86.99,Chiều,1.79
Hải Phòng,,1,3.42,Xe Máy,Mưa,0.650134,0.627803,11,0,97.55,Cao điểm Sáng,1.89
Hải Phòng,,1,8.42,Xe Máy,Mưa Bão,0.775997,0.978026,7,0,87.49,Cao điểm Tối,2.03
Hồ Chí Minh,,6,2.48,Ô Tô 4 Chỗ,Mưa,0.429846,0.977587,7,1,98.05,Cao điểm Tối,3
Hồ Chí Minh,,0,11.2,Ô Tô 4 Chỗ,Mưa,0.301897,0.949681,1,0,89.89,Cao điểm Sáng,2.78
Hà Nội,,4,11.9,Ô Tô 4 Chỗ,Mưa,0.612135,0.995907,10,0,95.78,Đêm,1.78
Hải Phòng,,6,2.89,Ô Tô 4 Chỗ,Mưa,0.509696,0.85609,20,1,89.81,Cao điểm Sáng,2.29
Hà Nội,,6,9.76,Xe ViP,Mưa Bão,0.732911,0.694148,4,1,92.51,Đêm,1.15
Hải Phòng,,3,17.58,Ô Tô 4 Chỗ,Mưa Bão,0.766529,0.713519,7,0,91.44,Đêm,1.15
Hà Nội,,1,4.38,Xe Máy,Nhiều Mây,0.799956,0.671415,1,0,87.92,Cao điểm Tối,1.35
Cần Thơ,,5,2.51,Ô Tô 4 Chỗ,Nắng,0.2283,0.715372,23,1,93.59,Chiều,1.73
Đà Nẵng,,2,19.08,Ô Tô 4 Chỗ,Mưa Bão,0.612439,0.693602,15,0,91.96,Cao điểm Tối,1.8
Đà Nẵng,,5,11.21,Xe ViP,Mưa Bão,0.776712,0.548468,5,1,93.17,Chiều,1.12
Hồ Chí Minh,,3,14.52,Xe Máy,Mưa,0.890397,0.661468,16,0,94.86,Chiều,1.26
Hà Nội,,2,7.04,Xe Máy,Mưa,0.925212,0.865941,11,0,97.06,Cao điểm Tối,1.89
Hải Phòng,,5,3.85,Xe Máy,Mưa Bão,0.701847,0.593609,4,1,86.36,Cao điểm Tối,2.15
Hồ Chí Minh,,4,14.28,Ô Tô 4 Chỗ,Nhiều Mây,0.893016,0.454789,15,0,93.53,Cao điểm Tối,1.37
Hà Nội,,2,4.47,Ô Tô 4 Chỗ,Mưa Bão,0.416932,0.408074,22,0,87.77,Cao điểm Sáng,2.25
Hà Nội,,1,5.74,Xe ViP,Mưa Bão,0.220972,0.46568,13,0,98.28,Chiều,1.69
Hồ Chí Minh,,3,19.46,Ô Tô 4 Chỗ,Mưa,0.723657,0.62567,18,0,96.84,Đêm,1.36
Đà Nẵng,,1,7.7,Xe ViP,Mưa,0.650962,0.784801,14,0,93.45,Chiều,1.5
Hải Phòng,,3,8.9,Ô Tô 4 Chỗ,Mưa Bão,0.43439,0.40629,10,0,88.91,Đêm,1.27
Hồ Chí Minh,,0,4.67,Ô Tô 4 Chỗ,Mưa Bão,0.293265,0.401453,9,0,86.86,Chiều,1.47
Hà Nội,,3,17.21,Xe ViP,Nắng,0.524842,0.810536,8,0,86.6,Cao điểm Sáng,1.75
Cần Thơ,,4,19.35,Ô Tô 4 Chỗ,Nắng,0.263052,0.518338,16,0,86.19,Cao điểm Sáng,1.52
Hồ Chí Minh,,0,7.3,Xe ViP,Mưa Bão,0.680326,0.739819,4,0,96.76,Cao điểm Sáng,2.25
Hải Phòng,,0,10.97,Xe Máy,Nhiều Mây,0.952209,0.792137,20,0,96.36,Chiều,1
Hồ Chí Minh,,5,17.84,Xe ViP,Mưa Bão,0.420363,0.419545,18,1,95.21,Chiều,1.19
Hồ Chí Minh,,3,1.81,Xe ViP,Mưa Bão,0.427312,0.456507,19,0,91.88,Cao điểm Sáng,2.06
Đà Nẵng,,6,7.7,Xe Máy,Nắng,0.919908,0.684781,23,1,89.29,Chiều,1
Hải Phòng,,3,18.28,Xe Máy,Mưa Bão,0.952463,0.79034,4,0,96.16,Chiều,1.15
Đà Nẵng,,6,6.07,Xe ViP,Nắng,0.904308,0.840915,11,1,87.26,Chiều,1
Cần Thơ,,2,6.8,Xe Máy,Mưa Bão,0.370851,0.71644,21,0,88.59,Cao điểm Tối,2.77
Đà Nẵng,,5,14.98,Ô Tô 4 Chỗ,Nắng,0.649168,0.485837,15,1,89.26,Cao điểm Sáng,1.13
Hà Nội,,1,19.62,Xe ViP,Mưa,0.908698,0.494186,18,0,89.55,Chiều,1.34
Hồ Chí Minh,,5,16.41,Xe Máy,Mưa Bão,0.715121,0.948979,9,1,93.53,Chiều,1.57
Hà Nội,,1,6.96,Xe Máy,Nhiều Mây,0.830029,0.696142,23,0,97.83,Cao điểm Sáng,1.1
Hồ Chí Minh,,1,12.73,Xe Máy,Nắng,0.462042,0.854197,16,0,87.99,Chiều,1.59
Đà Nẵng,,0,19.65,Xe ViP,Nhiều Mây,0.756024,0.836153,15,0,90.46,Cao điểm Tối,1.27
Hải Phòng,,6,18.21,Xe ViP,Mưa Bão,0.452503,0.994601,13,1,96.06,Cao điểm Sáng,3.17
Cần Thơ,,6,15.54,Ô Tô 4 Chỗ,Mưa Bão,0.99485,0.932527,17,1,93.01,Đêm,1.2
Đà Nẵng,,1,15.58,Ô Tô 4 Chỗ,Mưa Bão,0.621332,0.577639,18,0,89.25,Đêm,1.23
Hải Phòng,,3,11.55,Ô Tô 4 Chỗ,Mưa Bão,0.709844,0.659278,9,0,85.97,Cao điểm Sáng,1.74
Cần Thơ,,6,8.35,Ô Tô 4 Chỗ,Nhiều Mây,0.38367,0.598536,16,1,95.3,Chiều,1.09
Hà Nội,,2,7.13,Xe Máy,Nắng,0.898056,0.948586,11,0,88.8,Chiều,1.08
Hải Phòng,,0,13.47,Xe Máy,Nhiều Mây,0.530825,0.745271,22,0,85.84,Cao điểm Sáng,1.67
Hà Nội,,2,16.57,Ô Tô 4 Chỗ,Nắng,0.518328,0.820466,11,0,95.42,Cao điểm Tối,1.7
Đà Nẵng,,4,15.63,Xe Máy,Nắng,0.672004,0.564399,21,0,88.83,Chiều,1
Hồ Chí Minh,,5,1.72,Xe ViP,Nắng,0.407743,0.763008,9,1,91,Chiều,1.53
Cần Thơ,,3,5.26,Xe Máy,Mưa Bão,0.898857,0.409491,18,0,90.61,Đêm,1.13
Hồ Chí Minh,,0,19.75,Xe ViP,Nhiều Mây,0.323851,0.402739,6,0,98.02,Cao điểm Tối,1.43
Hồ Chí Minh,,4,10.42,Xe ViP,Mưa Bão,0.381283,0.466526,14,0,94.13,Chiều,1.26
Hải Phòng,,1,13.11,Xe Máy,Nhiều Mây,0.596287,0.77922,15,0,97.07,Cao điểm Tối,1.57
Đà Nẵng,,6,6.7,Ô Tô 4 Chỗ,Nhiều Mây,0.847851,0.461979,23,1,90.3,Đêm,1
Hồ Chí Minh,,2,9.1,Ô Tô 4 Chỗ,Nắng,0.850994,0.919895,12,0,92.54,Cao điểm Tối,1.42
Hải Phòng,,0,14.89,Xe ViP,Nắng,0.368347,0.509236,22,0,97.03,Đêm,1.21
Hà Nội,,6,1.95,Xe Máy,Nắng,0.267751,0.766924,13,1,87.58,Cao điểm Sáng,1.9
Đà Nẵng,,4,15.94,Ô Tô 4 Chỗ,Nhiều Mây,0.84541,0.485045,5,0,95.95,Cao điểm Tối,1.36
Đà Nẵng,,2,7.23,Xe ViP,Mưa Bão,0.831145,0.415709,14,0,93.31,Chiều,1.12
Hà Nội,,2,17.54,Xe ViP,Nhiều Mây,0.901151,0.730068,9,0,90.84,Cao điểm Tối,1.34
Đà Nẵng,,1,5.16,Xe Máy,Mưa,0.777642,0.688125,1,0,90.59,Cao điểm Sáng,2.01
Hồ Chí Minh,,3,17.11,Xe ViP,Nhiều Mây,0.537463,0.877893,5,0,95.27,Chiều,1.51
Hồ Chí Minh,,0,2.91,Xe Máy,Mưa,0.869783,0.591968,11,0,90.56,Cao điểm Sáng,1.58
Đà Nẵng,,5,17.81,Xe ViP,Nắng,0.766561,0.806915,0,1,92.85,Cao điểm Tối,1.18
Hà Nội,,0,15.75,Ô Tô 4 Chỗ,Nhiều Mây,0.444175,0.574379,1,0,87.65,Cao điểm Sáng,1.6
Cần Thơ,,2,5.61,Xe ViP,Nắng,0.541148,0.535604,21,0,89.27,Cao điểm Sáng,1.36
Hải Phòng,,2,16.05,Xe Máy,Mưa,0.27583,0.485103,15,0,87.39,Cao điểm Tối,2.61
Hải Phòng,,5,16.92,Ô Tô 4 Chỗ,Mưa Bão,0.94903,0.486769,18,1,95.89,Chiều,1.22
Hải Phòng,,3,4.93,Xe ViP,Nhiều Mây,0.838188,0.784794,18,0,84,Đêm,1
Hải Phòng,,3,8.34,Xe ViP,Mưa,0.307645,0.845776,15,0,92.07,Cao điểm Sáng,2.77
Hồ Chí Minh,,1,13.3,Xe ViP,Nắng,0.444853,0.447849,19,0,93.39,Đêm,1
Hải Phòng,,3,2.89,Ô Tô 4 Chỗ,Nhiều Mây,0.421955,0.972002,16,0,92.43,Cao điểm Tối,1.95
Hà Nội,,5,7.57,Xe ViP,Nắng,0.534089,0.806406,4,1,98.43,Đêm,1.41
Hà Nội,,2,2.79,Xe Máy,Mưa,0.838142,0.981789,9,0,83.8,Chiều,1.46
Đà Nẵng,,0,17.26,Ô Tô 4 Chỗ,Nắng,0.536778,0.984985,13,0,91.06,Chiều,1.67
Cần Thơ,,6,7.53,Xe ViP,Mưa Bão,0.755528,0.522362,1,1,98.8,Chiều,1.19
Cần Thơ,,0,10.12,Xe Máy,Mưa,0.912011,0.713856,18,0,95.53,Cao điểm Sáng,2.2
Hải Phòng,,1,18.44,Ô Tô 4 Chỗ,Nắng,0.599325,0.969523,18,0,93.52,Đêm,1.56
Hải Phòng,,0,7.84,Xe ViP,Nắng,0.381472,0.454301,7,0,97.13,Chiều,1.11
Đà Nẵng,,6,3.16,Ô Tô 4 Chỗ,Nhiều Mây,0.449987,0.491087,21,1,88.83,Cao điểm Tối,1.16
